,label,text
139,1,"There is a view of the beach with a person with a fruit basket hat in the foreground. Two woven chairs in the side, and behind them is the vast ocean. A person balance a basket on their head on a beach. A person with fruit on their head is on the beach. ||| Someone walks."
140,2,A young boy wearing a blue sports shirt climbs a tree. A young boy wearing a tank-top is climbing a tree. Child in athletic clothing climbing a tree. A boy is climbing on top of a tree. ||| A boy smiling for a picture.
141,0,Two men on horses chase down a cow on a sunny day. Two men are on horseback trying to rope a cattle. Two men at a rodeo attempting to rope a calf. Two rodeo riders going after a young steer. ||| Men ride brown animals.
142,2,A man with a backpack and cap posing with two girls dressed in tight uniforms. A man has his arms around two women who are posing for a picture with him. Two blond models pose with a man under an umbrella. Two women posing with a guy. ||| A girl standing.
143,0,"In this photo we have a heavy metal rock group with four guys that have long hair, tattoos and beards, as one sits on a log the other three are playing their air guitars. A group of four young men is posing in a wooded area and three are making guitar playing movements. Four adult men doing ""air guitar"" in the woods. Guys playing air guitar in the woods. ||| A musician speaking."
144,2,"A girl in a blue dress, wearing a blue sweater, hanging out in a tree. A girl in a blue school uniform climbs a tree and stops for a picture. Girl in school outfit atop a tree. A schoolgirl climbing a tree. ||| A woman climbing a plant."
145,0,A bald man in front of a microphone plays electric guitar under a spotlight. A man is holding a guitar with a light shining behind him. A male musician is playing guitar for a show on stage. This man is playing an electric guitar. ||| A man plays his red instrument.
146,2,A young child in his red soccer uniform sprints under the watchful gaze of his father. A young soccer player dressed in red running down the field. A young boy in a red uniform playing soccer. A young boy plays soccer on a grassy field. ||| A gentleman watches.
147,1,A shirtless man is getting ready to hit a tennis ball. A shirtless man playing tennis in an fenced-in area. A man with no shirt is playing tennis. A man without a shirt playing tennis. ||| A man swings his racket.
148,2,A man in a black bathing suit is playing volleyball on a beach with palm trees. A volleyball player wearing shorts is hitting a volleyball in the sand. A volleyball player watches a ball approach him. A man playing volleyball on the beach. ||| Men having food.
149,0,A chef in white talks to guests about various tomato varieties over a display table of tomatoes and sauces. A woman inspects a variety of fruits and vegetables on a small table. A chef explains different varieties of Tomatoes to consumers. A man in a white chef 's jacket presenting tomatoes. ||| A man displaying a basket of food.
150,1,A small girl in a jean skirt and green shirt plays outside in the grass with an orange and white soccer ball. A young girl in a green shirt holding a soccer ball while standing in green grass. A girl in street clothes playing soccer in a grassy field. A little girl playing soccer. ||| A child runs in a field.
151,2,A brown and black dog runs down a sandy beach. An orange cat with black stripes on a beach. A striped dog runs along the beach. Long necked dog jumps on sand ||| A performer runs.
152,0,"Indian people work in a field on a sunny day while dressed in an array of colors. Four people in a vegetation field, background appears to be in India. Some people farming out in their field. Four people are farming in a field. ||| Three women stand."
153,2,A man wearing a yellow sweater playing with a black dog in a grassy field A man in a yellow sweatshirt and black pants plays with a black poodle. A man wearing a yellow shirt is playing with his black poodle. A man in a yellow shirt training a black poodle ||| A few men doing work.
154,0,"A woman with a hot pink inflatable bed is walking along the water with a young girl in a red dress. A woman carrying a pink air mattress, while walking with her daughter. People walking on a paved walkway near a sea port. A woman and girl walking and holding beach toys. ||| A child carrying a ball."
155,2,"A gentleman with his eyes closed playing an old flugelhorn into a microphone. The man in the white shirt, blows his horn into the microphone. Man in white shirt blowing trumpet. A musician playing his instrument. ||| Ballet dancers performing on a stage."
